"date","adm_cd","m00","m05","m10","m15","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","m75","m80","m85","f00","f05","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","f75","f80","f85","total"
"20240331","45180535","0.0","116.15","241.39","301.99","313.1","416.12","373.7","362.59","476.72","489.85","609.03","645.39","644.38","440.36","232.3","153.52","91.91","55.55","0.0","108.07","259.57","314.11","295.93","445.41","350.47","361.58","455.51","489.85","646.4","650.44","462.58","330.27","208.06","136.35","91.91","95.95","14994.46"
"20240319","45180565","0.0","23.23","115.14","178.77","110.09","104.03","94.94","94.94","110.09","106.05","203.01","235.33","190.89","133.32","77.77","49.49","39.39","21.21","0.0","23.23","110.09","66.66","130.29","117.16","90.9","94.94","126.25","143.42","227.25","219.17","183.82","124.23","75.75","63.63","36.36","51.51","4586.41"
"20240301","45180510","0.0","67.67","154.53","231.29","287.85","478.74","433.29","356.53","385.82","502.98","617.11","646.4","580.75","364.61","177.76","129.28","64.64","66.66","1.01","71.71","148.47","214.12","276.74","346.43","303.0","264.62","365.62","440.36","574.69","534.29","458.54","325.22","189.88","132.31","91.91","106.05","13772.36"
"20240317","45180430","0.0","1.01","5.05","1.01","2.02","7.07","5.05","15.15","9.09","14.14","23.23","34.34","46.46","32.32","12.12","8.08","3.03","2.02","0.0","0.0","7.07","1.01","2.02","6.06","12.12","10.1","5.05","11.11","24.24","38.38","25.25","19.19","9.09","13.13","11.11","8.08","524.19"
"20240309","45180510","0.0","73.73","176.75","224.22","257.55","477.73","420.16","370.67","426.22","487.83","651.45","661.55","580.75","382.79","173.72","141.4","65.65","71.71","0.0","71.71","156.55","206.04","252.5","355.52","290.88","286.84","346.43","423.19","590.85","533.28","467.63","335.32","191.9","151.5","104.03","112.11","13951.13"
"20240315","45180410","0.0","1.01","8.08","7.07","7.07","25.25","16.16","12.12","21.21","28.28","55.55","63.63","54.54","58.58","27.27","20.2","15.15","9.09","0.0","2.02","6.06","4.04","6.06","8.08","6.06","6.06","12.12","19.19","31.31","39.39","45.45","35.35","16.16","26.26","27.27","27.27","955.46"
"20240319","43750340","0.0","1.01","3.03","3.03","14.14","31.31","40.4","36.36","38.38","47.47","60.6","114.13","112.11","107.06","54.54","30.3","13.13","11.11","0.0","3.03","3.03","5.05","9.09","13.13","10.1","23.23","10.1","47.47","54.54","80.8","74.74","79.79","37.37","23.23","24.24","19.19","2622.97"
"20240308","45180380","0.0","2.02","9.09","10.1","13.13","32.32","20.2","31.31","50.5","57.57","53.53","76.76","91.91","58.58","40.4","30.3","26.26","15.15","0.0","5.05","11.11","5.05","8.08","21.21","13.13","19.19","24.24","27.27","41.41","56.56","61.61","46.46","24.24","36.36","34.34","26.26","1346.33"
"20240316","43750340","0.0","8.08","10.1","5.05","20.2","58.58","61.61","62.62","88.88","88.88","114.13","171.7","147.46","129.28","64.64","28.28","14.14","14.14","0.0","6.06","14.14","9.09","16.16","24.24","23.23","50.5","40.4","53.53","70.7","132.31","101.0","81.81","35.35","25.25","27.27","18.18","3392.59"
"20240323","47770350","0.0","10.1","15.15","14.14","76.76","85.85","86.86","111.1","110.09","81.81","171.7","167.66","199.98","136.35","95.95","48.48","29.29","24.24","0.0","19.19","14.14","15.15","21.21","27.27","41.41","55.55","68.68","64.64","105.04","139.38","139.38","91.91","62.62","42.42","40.4","19.19","2993.64"
"20240320","45180430","0.0","0.0","1.01","0.0","3.03","7.07","5.05","8.08","3.03","17.17","14.14","38.38","39.39","25.25","13.13","7.07","3.03","1.01","0.0","0.0","6.06","0.0","0.0","5.05","7.07","2.02","4.04","5.05","15.15","25.25","19.19","18.18","10.1","13.13","11.11","9.09","427.23"
"20240328","45180380","0.0","2.02","10.1","8.08","11.11","33.33","32.32","26.26","40.4","56.56","54.54","75.75","77.77","60.6","35.35","22.22","27.27","14.14","0.0","2.02","11.11","2.02","12.12","18.18","17.17","20.2","21.21","26.26","42.42","43.43","55.55","44.44","25.25","32.32","39.39","26.26","1296.84"
"20240321","45180440","0.0","1.01","2.02","2.02","9.09","27.27","8.08","10.1","21.21","34.34","47.47","62.62","71.71","59.59","26.26","23.23","16.16","9.09","0.0","1.01","6.06","2.02","5.05","11.11","7.07","9.09","22.22","16.16","33.33","56.56","50.5","38.38","25.25","26.26","26.26","25.25","992.83"
"20240320","45180340","0.0","0.0","0.0","3.03","18.18","27.27","53.53","43.43","40.4","49.49","74.74","105.04","96.96","85.85","48.48","39.39","17.17","24.24","0.0","0.0","3.03","1.01","6.06","16.16","22.22","28.28","18.18","29.29","33.33","80.8","63.63","43.43","43.43","31.31","43.43","45.45","1766.49"
"20240310","45180250","0.0","5.05","30.3","44.44","33.33","70.7","60.6","75.75","84.84","118.17","159.58","149.48","140.39","119.18","78.78","45.45","34.34","28.28","0.0","7.07","21.21","22.22","29.29","32.32","46.46","33.33","48.48","68.68","81.81","103.02","117.16","72.72","75.75","53.53","52.52","57.57","2968.39"
"20240320","43750340","0.0","1.01","4.04","1.01","13.13","35.35","39.39","31.31","51.51","56.56","69.69","122.21","126.25","118.17","59.59","32.32","14.14","12.12","0.0","3.03","3.03","4.04","12.12","18.18","11.11","21.21","22.22","40.4","56.56","90.9","80.8","80.8","44.44","23.23","26.26","21.21","2808.81"
"20240305","45180320","0.0","2.02","14.14","5.05","16.16","18.18","31.31","22.22","40.4","47.47","60.6","82.82","104.03","75.75","40.4","22.22","18.18","16.16","0.0","4.04","8.08","3.03","9.09","12.12","11.11","18.18","19.19","18.18","48.48","74.74","68.68","47.47","28.28","33.33","41.41","38.38","1420.06"
"20240309","45180430","0.0","0.0","1.01","1.01","4.04","8.08","10.1","5.05","5.05","22.22","23.23","36.36","46.46","31.31","11.11","11.11","4.04","4.04","0.0","1.01","6.06","3.03","1.01","7.07","4.04","2.02","6.06","7.07","24.24","38.38","20.2","21.21","10.1","14.14","12.12","8.08","501.97"
"20240301","47770320","0.0","20.2","43.43","36.36","73.73","65.65","79.79","90.9","134.33","133.32","170.69","164.63","174.73","151.5","77.77","34.34","15.15","13.13","0.0","25.25","39.39","23.23","31.31","61.61","75.75","59.59","113.12","105.04","150.49","183.82","156.55","103.02","66.66","43.43","35.35","28.28","3638.02"
"20240326","45180390","0.0","4.04","25.25","26.26","17.17","49.49","44.44","61.61","65.65","84.84","121.2","106.05","128.27","95.95","60.6","36.36","29.29","23.23","0.0","3.03","19.19","25.25","7.07","32.32","29.29","28.28","52.52","47.47","59.59","101.0","79.79","63.63","50.5","39.39","48.48","31.31","2225.03"
"20240330","43750330","0.0","22.22","30.3","32.32","53.53","130.29","192.91","150.49","154.53","156.55","224.22","228.26","213.11","183.82","77.77","39.39","24.24","40.4","0.0","16.16","28.28","21.21","29.29","74.74","88.88","75.75","94.94","103.02","164.63","174.73","189.88","108.07","51.51","37.37","25.25","24.24","5652.97"
"20240318","47770340","0.0","3.03","4.04","1.01","11.11","16.16","19.19","17.17","28.28","27.27","60.6","62.62","96.96","67.67","43.43","26.26","22.22","12.12","0.0","0.0","5.05","0.0","5.05","4.04","10.1","15.15","15.15","13.13","32.32","55.55","53.53","59.59","32.32","22.22","34.34","11.11","1072.62"
"20240308","47770250","0.0","48.48","108.07","101.0","104.03","214.12","186.85","204.02","261.59","260.58","414.1","514.09","453.49","316.13","196.95","122.21","60.6","44.44","0.0","60.6","95.95","94.94","83.83","152.51","167.66","149.48","232.3","276.74","377.74","401.98","363.6","278.76","194.93","116.15","121.2","57.57","8484.0"
"20240325","47770310","0.0","13.13","40.4","16.16","62.62","136.35","119.18","111.1","173.72","184.83","288.86","308.05","339.36","275.73","165.64","81.81","51.51","21.21","0.0","11.11","19.19","14.14","30.3","72.72","83.83","84.84","105.04","153.52","244.42","287.85","295.93","229.27","150.49","82.82","57.57","47.47","5496.42"
"20240322","43750330","0.0","12.12","27.27","61.61","68.68","155.54","220.18","189.88","205.03","192.91","277.75","283.81","248.46","218.16","82.82","43.43","25.25","40.4","0.0","7.07","18.18","38.38","19.19","55.55","58.58","56.56","101.0","135.34","148.47","183.82","156.55","96.96","46.46","32.32","21.21","23.23","6042.83"
"20240309","47770360","0.0","17.17","43.43","63.63","60.6","87.87","95.95","79.79","148.47","144.43","213.11","271.69","254.52","178.77","126.25","74.74","54.54","31.31","0.0","20.2","54.54","37.37","33.33","71.71","62.62","62.62","96.96","134.33","179.78","236.34","227.25","168.67","116.15","83.83","56.56","58.58","4446.02"
"20240313","45180510","0.0","70.7","141.4","159.58","200.99","471.67","444.4","378.75","430.26","527.22","712.05","710.03","651.45","443.39","218.16","162.61","80.8","80.8","0.0","71.71","134.33","197.96","206.04","365.62","292.9","260.58","371.68","462.58","569.64","577.72","513.08","349.46","223.21","152.51","119.18","110.09","14626.82"
"20240311","45180310","0.0","4.04","21.21","5.05","65.65","114.13","146.45","140.39","138.37","177.76","194.93","239.37","231.29","148.47","63.63","57.57","16.16","29.29","0.0","15.15","10.1","7.07","36.36","57.57","54.54","58.58","49.49","84.84","133.32","138.37","128.27","69.69","55.55","42.42","33.33","38.38","3866.28"
"20240315","43750340","0.0","4.04","4.04","2.02","11.11","32.32","48.48","63.63","69.69","66.66","98.98","138.37","144.43","117.16","60.6","29.29","14.14","13.13","0.0","5.05","8.08","7.07","11.11","24.24","22.22","33.33","36.36","47.47","48.48","96.96","80.8","82.82","38.38","23.23","26.26","20.2","3101.71"
"20240326","45180510","0.0","71.71","144.43","155.54","219.17","480.76","443.39","349.46","419.15","527.22","735.28","730.23","658.52","456.52","195.94","150.49","76.76","75.75","0.0","64.64","141.4","178.77","200.99","348.45","299.97","250.48","360.57","460.56","588.83","609.03","495.91","363.6","203.01","155.54","119.18","124.23","14688.43"
"20240327","45180350","0.0","0.0","4.04","4.04","10.1","14.14","23.23","22.22","20.2","29.29","43.43","75.75","66.66","77.77","31.31","26.26","18.18","12.12","0.0","1.01","3.03","1.01","5.05","6.06","11.11","8.08","8.08","16.16","29.29","31.31","46.46","43.43","35.35","28.28","22.22","26.26","1029.19"
"20240312","45180320","0.0","2.02","13.13","10.1","16.16","19.19","35.35","30.3","34.34","47.47","66.66","90.9","98.98","76.76","42.42","22.22","19.19","18.18","0.0","5.05","7.07","3.03","7.07","15.15","8.08","18.18","21.21","23.23","53.53","74.74","70.7","45.45","24.24","35.35","38.38","35.35","1477.63"
"20240319","45180350","0.0","1.01","3.03","4.04","9.09","13.13","19.19","21.21","23.23","32.32","42.42","53.53","61.61","74.74","31.31","24.24","17.17","16.16","0.0","2.02","4.04","1.01","7.07","10.1","11.11","10.1","7.07","16.16","30.3","28.28","51.51","38.38","34.34","27.27","25.25","36.36","1036.26"
"20240309","45180340","0.0","2.02","3.03","10.1","16.16","32.32","39.39","45.45","38.38","45.45","65.65","96.96","93.93","68.68","53.53","44.44","18.18","22.22","0.0","3.03","6.06","5.05","11.11","18.18","28.28","24.24","17.17","27.27","34.34","66.66","66.66","51.51","42.42","32.32","40.4","31.31","1605.9"
"20240323","45180370","0.0","4.04","6.06","5.05","12.12","22.22","11.11","23.23","29.29","28.28","47.47","50.5","78.78","64.64","34.34","25.25","15.15","16.16","0.0","2.02","2.02","3.03","6.06","12.12","5.05","10.1","15.15","17.17","37.37","42.42","57.57","40.4","23.23","27.27","34.34","29.29","1092.82"
"20240330","47770370","0.0","9.09","28.28","30.3","40.4","49.49","64.64","56.56","79.79","109.08","143.42","160.59","184.83","126.25","88.88","50.5","18.18","11.11","0.0","18.18","22.22","9.09","23.23","46.46","46.46","48.48","72.72","68.68","112.11","143.42","156.55","104.03","70.7","51.51","23.23","37.37","2865.37"
"20240321","47770320","0.0","0.0","4.04","8.08","79.79","63.63","47.47","38.38","50.5","53.53","105.04","106.05","113.12","108.07","53.53","29.29","19.19","14.14","0.0","3.03","5.05","2.02","5.05","11.11","13.13","13.13","29.29","30.3","52.52","85.85","72.72","56.56","44.44","35.35","33.33","23.23","1949.3"
"20240321","45180520","0.0","4.04","27.27","14.14","19.19","30.3","29.29","28.28","23.23","37.37","66.66","87.87","74.74","59.59","37.37","24.24","13.13","11.11","0.0","10.1","20.2","6.06","8.08","26.26","24.24","24.24","26.26","44.44","58.58","60.6","58.58","35.35","24.24","21.21","21.21","15.15","1331.18"
"20240319","47770360","0.0","17.17","37.37","54.54","54.54","97.97","108.07","88.88","138.37","141.4","214.12","256.54","265.63","190.89","134.33","72.72","56.56","28.28","0.0","17.17","49.49","46.46","32.32","79.79","63.63","62.62","97.97","120.19","208.06","225.23","240.38","182.81","108.07","74.74","58.58","63.63","4480.36"
"20240302","45180565","0.0","17.17","59.59","82.82","101.0","116.15","83.83","94.94","113.12","127.26","176.75","197.96","194.93","132.31","73.73","52.52","41.41","17.17","0.0","24.24","70.7","63.63","95.95","107.06","88.88","80.8","114.13","132.31","202.0","211.09","169.68","115.14","78.78","56.56","36.36","35.35","4091.51"
"20240323","45180535","0.0","96.96","242.4","286.84","313.1","378.75","347.44","303.0","451.47","452.48","581.76","609.03","601.96","392.89","209.07","136.35","87.87","44.44","0.0","95.95","232.3","263.61","265.63","371.68","306.03","324.21","425.21","469.65","592.87","584.79","452.48","318.15","212.1","126.25","87.87","89.89","13787.51"
"20240313","45180340","0.0","0.0","0.0","3.03","17.17","28.28","60.6","45.45","38.38","53.53","75.75","115.14","96.96","90.9","52.52","41.41","19.19","21.21","0.0","1.01","3.03","1.01","8.08","18.18","22.22","27.27","17.17","29.29","34.34","69.69","70.7","53.53","44.44","28.28","41.41","32.32","1724.07"
"20240308","45180250","0.0","3.03","21.21","49.49","30.3","60.6","61.61","69.69","104.03","138.37","181.8","198.97","166.65","138.37","86.86","52.52","39.39","35.35","0.0","5.05","12.12","19.19","28.28","40.4","41.41","37.37","49.49","77.77","95.95","117.16","131.3","84.84","81.81","54.54","59.59","54.54","3322.9"
"20240325","45180410","0.0","1.01","8.08","5.05","2.02","18.18","19.19","17.17","25.25","33.33","52.52","59.59","47.47","52.52","30.3","22.22","14.14","5.05","0.0","2.02","6.06","4.04","5.05","11.11","6.06","4.04","7.07","20.2","21.21","32.32","37.37","34.34","16.16","23.23","26.26","23.23","890.82"
"20240330","45180430","0.0","2.02","5.05","3.03","2.02","7.07","9.09","16.16","16.16","27.27","27.27","47.47","46.46","42.42","16.16","10.1","4.04","4.04","0.0","0.0","9.09","0.0","3.03","12.12","9.09","8.08","6.06","12.12","34.34","42.42","40.4","37.37","11.11","15.15","12.12","8.08","664.58"
"20240307","45180350","0.0","1.01","4.04","4.04","9.09","17.17","13.13","15.15","22.22","29.29","41.41","57.57","74.74","74.74","28.28","27.27","17.17","11.11","0.0","0.0","3.03","1.01","4.04","4.04","13.13","10.1","7.07","16.16","29.29","29.29","48.48","42.42","33.33","27.27","23.23","21.21","983.74"
"20240323","45180595","0.0","13.13","35.35","34.34","41.41","95.95","106.05","113.12","113.12","98.98","137.36","188.87","212.1","152.51","82.82","47.47","30.3","29.29","0.0","15.15","23.23","28.28","49.49","96.96","96.96","92.92","72.72","83.83","117.16","118.17","157.56","82.82","54.54","45.45","37.37","32.32","3698.62"
"20240311","45180510","0.0","69.69","136.35","149.48","233.31","472.68","456.52","375.72","415.11","516.11","686.8","709.02","626.2","432.28","208.06","156.55","73.73","74.74","0.0","68.68","120.19","182.81","215.13","359.56","296.94","266.64","381.78","464.6","609.03","563.58","491.87","362.59","226.24","163.62","113.12","121.2","14484.41"
"20240319","47770330","0.0","0.0","0.0","1.01","0.0","6.06","1.01","9.09","11.11","16.16","24.24","36.36","57.57","41.41","23.23","14.14","12.12","6.06","0.0","0.0","1.01","1.01","1.01","3.03","3.03","2.02","6.06","7.07","22.22","18.18","37.37","29.29","27.27","15.15","17.17","8.08","638.32"
"20240322","47770380","0.0","0.0","2.02","6.06","4.04","3.03","11.11","9.09","18.18","23.23","47.47","37.37","55.55","60.6","31.31","21.21","24.24","15.15","0.0","2.02","3.03","5.05","0.0","4.04","2.02","8.08","14.14","12.12","22.22","23.23","55.55","37.37","29.29","19.19","31.31","13.13","816.08"
"20240322","47770360","0.0","20.2","42.42","68.68","53.53","80.8","103.02","94.94","151.5","143.42","211.09","240.38","264.62","197.96","124.23","74.74","55.55","29.29","0.0","17.17","51.51","49.49","30.3","72.72","70.7","63.63","94.94","115.14","203.01","233.31","209.07","176.75","101.0","77.77","54.54","58.58","4412.69"
"20240313","47770380","0.0","0.0","2.02","2.02","6.06","3.03","11.11","9.09","21.21","18.18","55.55","39.39","65.65","49.49","37.37","23.23","22.22","12.12","0.0","2.02","4.04","4.04","0.0","4.04","2.02","6.06","10.1","10.1","18.18","28.28","45.45","33.33","27.27","17.17","28.28","9.09","788.81"
"20240329","45180400","0.0","3.03","8.08","5.05","17.17","34.34","39.39","47.47","47.47","68.68","121.2","115.14","119.18","126.25","66.66","37.37","26.26","30.3","0.0","5.05","7.07","8.08","11.11","11.11","22.22","29.29","28.28","43.43","45.45","64.64","116.15","91.91","61.61","45.45","31.31","26.26","2104.84"
"20240310","47770360","0.0","21.21","40.4","81.81","62.62","96.96","103.02","83.83","142.41","143.42","241.39","284.82","339.36","253.51","145.44","78.78","59.59","32.32","0.0","27.27","53.53","44.44","36.36","81.81","67.67","88.88","114.13","155.54","229.27","316.13","324.21","222.2","137.36","87.87","64.64","59.59","5186.35"
"20240330","45180410","0.0","1.01","9.09","7.07","6.06","19.19","16.16","20.2","32.32","39.39","55.55","78.78","70.7","62.62","32.32","23.23","16.16","9.09","0.0","5.05","12.12","11.11","6.06","15.15","15.15","6.06","14.14","20.2","32.32","38.38","54.54","45.45","27.27","26.26","32.32","25.25","1106.96"
"20240306","47770370","0.0","6.06","10.1","7.07","21.21","40.4","42.42","48.48","44.44","67.67","86.86","116.15","108.07","98.98","61.61","33.33","14.14","10.1","0.0","1.01","10.1","5.05","8.08","24.24","15.15","23.23","34.34","36.36","62.62","106.05","112.11","72.72","55.55","32.32","21.21","27.27","1820.02"
"20240317","45180330","0.0","3.03","9.09","8.08","23.23","12.12","27.27","18.18","34.34","43.43","52.52","62.62","77.77","51.51","32.32","27.27","15.15","15.15","0.0","3.03","7.07","6.06","8.08","19.19","19.19","21.21","15.15","21.21","26.26","41.41","57.57","40.4","24.24","24.24","32.32","30.3","1194.83"
"20240323","43750370","0.0","33.33","77.77","103.02","191.9","372.69","376.73","334.31","366.63","370.67","454.5","477.73","377.74","254.52","87.87","49.49","29.29","139.38","0.0","39.39","71.71","86.86","114.13","197.96","181.8","165.64","189.88","221.19","307.04","313.1","255.53","154.53","77.77","35.35","32.32","106.05","10049.5"
"20240319","45180420","0.0","3.03","14.14","5.05","12.12","17.17","23.23","19.19","27.27","44.44","64.64","86.86","82.82","66.66","25.25","26.26","21.21","14.14","0.0","1.01","4.04","1.01","5.05","10.1","11.11","12.12","16.16","21.21","34.34","65.65","58.58","38.38","26.26","22.22","31.31","20.2","1255.43"
"20240329","45180320","0.0","2.02","12.12","10.1","13.13","22.22","41.41","28.28","44.44","56.56","66.66","98.98","112.11","86.86","41.41","22.22","23.23","22.22","0.0","4.04","10.1","4.04","11.11","23.23","12.12","17.17","21.21","23.23","55.55","88.88","71.71","40.4","24.24","39.39","38.38","37.37","1599.84"
"20240324","45180330","0.0","1.01","14.14","9.09","25.25","11.11","21.21","25.25","35.35","40.4","53.53","64.64","74.74","46.46","32.32","28.28","16.16","17.17","0.0","2.02","11.11","6.06","9.09","16.16","20.2","22.22","18.18","21.21","29.29","41.41","55.55","42.42","27.27","22.22","29.29","28.28","1230.18"
"20240305","45180510","0.0","68.68","144.43","155.54","209.07","479.75","426.22","379.76","426.22","544.39","712.05","743.36","676.7","461.57","222.2","159.58","81.81","69.69","0.0","66.66","125.24","175.74","205.03","362.59","289.87","252.5","378.75","449.45","601.96","561.56","480.76","362.59","220.18","161.6","106.05","108.07","14645.0"
"20240317","45180360","0.0","0.0","5.05","3.03","7.07","13.13","19.19","26.26","26.26","27.27","32.32","41.41","39.39","41.41","25.25","22.22","7.07","3.03","0.0","2.02","8.08","2.02","7.07","16.16","7.07","13.13","14.14","18.18","34.34","31.31","43.43","30.3","17.17","15.15","14.14","13.13","823.15"
"20240309","43750330","0.0","7.07","24.24","19.19","50.5","121.2","164.63","117.16","138.37","104.03","182.81","210.08","191.9","164.63","71.71","41.41","24.24","26.26","0.0","7.07","18.18","16.16","27.27","57.57","62.62","40.4","76.76","81.81","140.39","176.75","160.59","96.96","47.47","39.39","23.23","29.29","4994.45"
"20240320","45180565","0.0","25.25","106.05","185.84","101.0","109.08","98.98","97.97","115.14","111.1","184.83","224.22","203.01","139.38","98.98","55.55","46.46","24.24","0.0","21.21","112.11","63.63","126.25","110.09","98.98","91.91","128.27","163.62","220.18","208.06","187.86","145.44","83.83","63.63","34.34","45.45","4671.25"
"20240313","47770250","0.0","44.44","108.07","84.84","81.81","203.01","193.92","202.0","255.53","267.65","417.13","481.77","445.41","332.29","203.01","116.15","63.63","39.39","0.0","60.6","84.84","75.75","76.76","153.52","163.62","155.54","232.3","275.73","351.48","395.92","368.65","269.67","185.84","111.1","119.18","58.58","8310.28"
"20240316","43750253","0.0","88.88","151.5","194.93","255.53","584.79","696.9","638.32","677.71","617.11","579.74","579.74","518.13","326.23","106.05","65.65","26.26","148.47","0.0","85.85","151.5","145.44","177.76","393.9","437.33","404.0","434.3","433.29","431.27","429.25","318.15","220.18","67.67","59.59","32.32","108.07","13299.68"
"20240314","45180380","0.0","2.02","9.09","13.13","12.12","36.36","26.26","33.33","40.4","58.58","67.67","93.93","104.03","57.57","39.39","28.28","25.25","13.13","0.0","3.03","12.12","6.06","8.08","21.21","16.16","18.18","24.24","26.26","50.5","56.56","58.58","46.46","21.21","40.4","35.35","27.27","1416.02"
"20240328","45180595","0.0","5.05","16.16","15.15","48.48","97.97","107.06","87.87","102.01","92.92","155.54","160.59","158.57","101.0","56.56","38.38","30.3","22.22","0.0","6.06","8.08","20.2","33.33","86.86","67.67","49.49","58.58","61.61","97.97","99.99","98.98","57.57","41.41","29.29","29.29","30.3","2955.26"
"20240313","45180440","0.0","1.01","2.02","1.01","6.06","14.14","8.08","6.06","18.18","26.26","38.38","55.55","61.61","53.53","22.22","20.2","17.17","9.09","0.0","1.01","6.06","2.02","3.03","11.11","5.05","9.09","13.13","18.18","30.3","49.49","33.33","30.3","23.23","21.21","24.24","23.23","834.26"
"20240321","45180250","0.0","4.04","24.24","47.47","27.27","68.68","62.62","73.73","104.03","122.21","165.64","186.85","170.69","141.4","82.82","46.46","34.34","31.31","0.0","5.05","15.15","16.16","21.21","35.35","39.39","32.32","51.51","73.73","93.93","119.18","140.39","73.73","73.73","52.52","53.53","55.55","3233.01"
"20240322","43750250","0.0","107.06","218.16","421.17","553.48","938.29","934.25","817.09","890.82","971.62","1258.46","1283.71","1188.77","740.33","361.58","254.52","142.41","217.15","0.0","118.17","240.38","344.41","359.56","592.87","521.16","477.73","654.48","780.73","965.56","932.23","856.48","561.56","342.39","244.42","170.69","214.12","29275.86"
"20240325","45180420","0.0","3.03","14.14","3.03","11.11","28.28","25.25","19.19","34.34","31.31","70.7","77.77","74.74","70.7","29.29","23.23","21.21","16.16","0.0","2.02","5.05","0.0","6.06","9.09","5.05","13.13","12.12","16.16","31.31","56.56","52.52","40.4","21.21","25.25","33.33","22.22","1210.99"
"20240330","43750350","0.0","18.18","34.34","46.46","199.98","519.14","503.99","401.98","398.95","343.4","439.35","480.76","444.4","326.23","139.38","58.58","41.41","147.46","0.0","12.12","39.39","30.3","68.68","161.6","159.58","132.31","161.6","160.59","274.72","275.73","269.67","194.93","76.76","49.49","38.38","120.19","10695.9"
"20240311","45180330","0.0","2.02","10.1","2.02","29.29","29.29","34.34","29.29","48.48","55.55","87.87","92.92","82.82","56.56","32.32","29.29","16.16","17.17","0.0","1.01","8.08","3.03","9.09","25.25","15.15","20.2","23.23","23.23","31.31","48.48","55.55","33.33","27.27","28.28","34.34","29.29","1470.56"
"20240314","43750250","0.0","102.01","211.09","392.89","538.33","928.19","977.68","797.9","876.68","948.39","1257.45","1304.92","1164.53","736.29","367.64","235.33","141.4","214.12","0.0","111.1","237.35","299.97","320.17","558.53","514.09","472.68","641.35","780.73","979.7","934.25","856.48","526.21","345.42","232.3","170.69","200.99","28923.37"
"20240321","45180420","0.0","3.03","15.15","4.04","11.11","33.33","29.29","21.21","35.35","47.47","80.8","91.91","74.74","70.7","23.23","26.26","24.24","13.13","0.0","1.01","3.03","1.01","5.05","15.15","9.09","12.12","21.21","19.19","42.42","58.58","70.7","38.38","26.26","31.31","31.31","19.19","1349.36"
"20240326","45180545","0.0","4.04","26.26","28.28","46.46","79.79","69.69","82.82","114.13","109.08","140.39","154.53","190.89","141.4","91.91","68.68","43.43","44.44","0.0","10.1","29.29","23.23","40.4","80.8","63.63","65.65","88.88","89.89","158.57","173.72","168.67","148.47","112.11","89.89","54.54","45.45","3684.48"
"20240311","45180250","0.0","2.02","25.25","46.46","34.34","65.65","57.57","74.74","105.04","136.35","173.72","197.96","168.67","132.31","86.86","51.51","37.37","32.32","0.0","5.05","18.18","16.16","19.19","44.44","36.36","34.34","48.48","79.79","91.91","118.17","132.31","81.81","85.85","64.64","60.6","57.57","3307.75"
"20240312","43750253","0.0","83.83","135.34","131.3","268.66","678.72","856.48","709.02","865.57","766.59","734.27","709.02","594.89","379.76","123.22","67.67","31.31","144.43","0.0","80.8","141.4","126.25","145.44","427.23","482.78","450.46","479.75","474.7","474.7","457.53","356.53","220.18","78.78","63.63","30.3","107.06","15192.42"
"20240319","47770340","0.0","2.02","6.06","1.01","8.08","18.18","20.2","12.12","31.31","30.3","68.68","60.6","87.87","61.61","44.44","23.23","21.21","11.11","0.0","0.0","5.05","0.0","2.02","7.07","8.08","15.15","16.16","12.12","35.35","55.55","50.5","57.57","28.28","22.22","34.34","11.11","1053.43"
"20240329","45180410","0.0","2.02","9.09","6.06","5.05","20.2","16.16","19.19","20.2","29.29","52.52","57.57","52.52","52.52","22.22","20.2","14.14","8.08","0.0","3.03","6.06","6.06","3.03","8.08","8.08","6.06","6.06","18.18","27.27","40.4","41.41","31.31","19.19","23.23","25.25","24.24","891.83"
"20240313","43750350","0.0","15.15","24.24","44.44","241.39","724.17","694.88","615.09","648.42","543.38","658.52","710.03","582.77","396.93","144.43","65.65","41.41","174.73","0.0","10.1","37.37","22.22","82.82","225.23","203.01","166.65","194.93","240.38","357.54","334.31","308.05","195.94","81.81","43.43","33.33","142.41","13902.65"
"20240320","47770350","0.0","0.0","8.08","13.13","60.6","44.44","61.61","56.56","39.39","46.46","96.96","98.98","125.24","104.03","64.64","42.42","22.22","22.22","0.0","5.05","5.05","5.05","12.12","13.13","23.23","22.22","35.35","44.44","54.54","91.91","107.06","62.62","49.49","30.3","33.33","22.22","1934.15"
"20240303","43750350","0.0","25.25","32.32","40.4","166.65","450.46","434.3","341.38","294.92","226.24","261.59","326.23","332.29","244.42","111.1","62.62","37.37","149.48","0.0","9.09","36.36","23.23","58.58","129.28","133.32","129.28","110.09","110.09","225.23","225.23","247.45","179.78","74.74","43.43","34.34","116.15","8784.98"
"20240307","45180430","0.0","0.0","1.01","0.0","3.03","7.07","6.06","8.08","3.03","16.16","19.19","30.3","39.39","32.32","14.14","6.06","4.04","3.03","0.0","0.0","6.06","1.01","1.01","4.04","6.06","1.01","2.02","3.03","14.14","25.25","19.19","20.2","8.08","15.15","11.11","8.08","422.18"
"20240303","45180420","0.0","6.06","11.11","7.07","15.15","17.17","24.24","14.14","22.22","33.33","73.73","77.77","75.75","63.63","25.25","20.2","20.2","13.13","0.0","7.07","8.08","5.05","9.09","14.14","5.05","18.18","18.18","23.23","50.5","58.58","59.59","43.43","22.22","21.21","30.3","22.22","1241.29"
