"date","adm_cd","m00","m05","m10","m15","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","m75","m80","m85","f00","f05","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","f75","f80","f85","total"
"20240305","45180350","0.0","0.0","5.05","4.04","11.11","15.15","15.15","13.13","21.21","26.26","33.33","47.47","60.6","65.65","29.29","22.22","17.17","10.1","0.0","0.0","2.02","1.01","5.05","5.05","12.12","10.1","9.09","15.15","30.3","29.29","51.51","44.44","33.33","27.27","22.22","23.23","946.37"
"20240319","47770320","0.0","0.0","4.04","6.06","88.88","67.67","60.6","35.35","59.59","49.49","105.04","113.12","111.1","114.13","59.59","28.28","19.19","16.16","0.0","2.02","4.04","3.03","6.06","11.11","8.08","18.18","24.24","27.27","59.59","85.85","78.78","58.58","51.51","36.36","30.3","26.26","1997.78"
"20240325","43750370","0.0","31.31","78.78","95.95","183.82","489.85","486.82","444.4","446.42","453.49","560.55","584.79","459.55","293.91","86.86","52.52","29.29","139.38","0.0","30.3","67.67","92.92","123.22","248.46","194.93","183.82","215.13","238.36","334.31","346.43","266.64","151.5","78.78","32.32","40.4","104.03","11426.13"
"20240309","45180350","0.0","4.04","9.09","3.03","12.12","12.12","15.15","17.17","28.28","30.3","49.49","55.55","58.58","78.78","27.27","29.29","18.18","13.13","0.0","3.03","5.05","4.04","8.08","5.05","9.09","9.09","15.15","21.21","34.34","31.31","45.45","43.43","37.37","25.25","23.23","21.21","1038.28"
"20240320","47770370","0.0","5.05","14.14","4.04","18.18","36.36","44.44","49.49","60.6","64.64","109.08","125.24","124.23","95.95","67.67","33.33","13.13","10.1","0.0","2.02","12.12","4.04","15.15","29.29","17.17","23.23","33.33","30.3","69.69","93.93","104.03","77.77","59.59","30.3","22.22","30.3","1894.76"
"20240321","47770330","0.0","1.01","0.0","1.01","0.0","4.04","8.08","10.1","10.1","20.2","24.24","34.34","54.54","37.37","26.26","13.13","11.11","5.05","0.0","0.0","1.01","1.01","0.0","3.03","3.03","3.03","8.08","6.06","15.15","19.19","39.39","24.24","26.26","15.15","17.17","8.08","630.24"
"20240304","45180390","0.0","2.02","27.27","23.23","17.17","56.56","39.39","51.51","67.67","84.84","134.33","111.1","129.28","90.9","63.63","38.38","28.28","28.28","0.0","3.03","21.21","16.16","8.08","26.26","31.31","18.18","42.42","54.54","72.72","104.03","81.81","71.71","44.44","42.42","49.49","33.33","2220.99"
"20240312","43750320","0.0","3.03","8.08","38.38","103.02","151.5","192.91","162.61","210.08","217.15","259.57","306.03","271.69","174.73","76.76","38.38","24.24","58.58","0.0","11.11","8.08","15.15","27.27","53.53","53.53","48.48","56.56","73.73","121.2","130.29","122.21","80.8","54.54","27.27","35.35","50.5","5447.94"
"20240311","45180535","0.0","67.67","200.99","215.13","224.22","325.22","318.15","271.69","370.67","410.06","574.69","547.42","517.12","392.89","202.0","136.35","83.83","51.51","0.0","85.85","224.22","278.76","204.02","299.97","247.45","290.88","364.61","426.22","537.32","542.37","413.09","276.74","200.99","116.15","105.04","94.94","12485.62"
"20240318","47770330","0.0","0.0","0.0","1.01","0.0","4.04","6.06","8.08","12.12","18.18","22.22","44.44","65.65","46.46","26.26","14.14","11.11","6.06","0.0","1.01","1.01","1.01","0.0","4.04","4.04","1.01","7.07","10.1","21.21","22.22","40.4","26.26","26.26","16.16","17.17","8.08","685.79"
"20240314","43750253","0.0","81.81","139.38","134.33","259.57","684.78","837.29","729.22","828.2","798.91","726.19","745.38","600.95","382.79","144.43","77.77","31.31","146.45","0.0","78.78","142.41","134.33","145.44","436.32","483.79","461.57","475.71","494.9","459.55","419.15","338.35","217.15","75.75","57.57","32.32","117.16","15219.69"
"20240303","45180250","0.0","6.06","24.24","38.38","31.31","54.54","50.5","69.69","71.71","93.93","158.57","155.54","148.47","131.3","84.84","49.49","29.29","27.27","0.0","7.07","13.13","22.22","28.28","33.33","39.39","28.28","46.46","78.78","77.77","105.04","111.1","71.71","70.7","56.56","49.49","51.51","2833.05"
"20240310","45180390","0.0","7.07","16.16","18.18","18.18","41.41","38.38","44.44","66.66","82.82","135.34","123.22","140.39","86.86","52.52","45.45","27.27","29.29","0.0","4.04","7.07","16.16","11.11","23.23","25.25","28.28","49.49","47.47","61.61","107.06","75.75","65.65","40.4","43.43","47.47","31.31","2163.42"
"20240327","45180535","0.0","69.69","202.0","199.98","223.21","327.24","321.18","277.75","361.58","418.14","550.45","548.43","544.39","394.91","195.94","144.43","91.91","55.55","0.0","82.82","225.23","275.73","173.72","331.28","246.44","290.88","367.64","443.39","552.47","569.64","417.13","274.72","204.02","128.27","99.99","94.94","12636.11"
"20240302","45180330","0.0","4.04","11.11","11.11","26.26","17.17","24.24","22.22","44.44","44.44","53.53","58.58","71.71","56.56","33.33","31.31","17.17","15.15","0.0","4.04","9.09","9.09","9.09","19.19","14.14","20.2","20.2","29.29","28.28","44.44","49.49","38.38","23.23","25.25","30.3","26.26","1232.2"
"20240327","47770340","0.0","2.02","2.02","3.03","8.08","14.14","18.18","12.12","32.32","30.3","57.57","60.6","92.92","63.63","43.43","24.24","21.21","14.14","0.0","0.0","5.05","1.01","4.04","9.09","8.08","13.13","21.21","17.17","34.34","61.61","55.55","62.62","37.37","22.22","33.33","13.13","1088.78"
"20240317","45180565","0.0","20.2","68.68","95.95","95.95","96.96","73.73","84.84","99.99","110.09","172.71","185.84","162.61","110.09","69.69","37.37","36.36","26.26","0.0","22.22","67.67","64.64","85.85","96.96","79.79","73.73","95.95","109.08","186.85","176.75","163.62","108.07","74.74","53.53","35.35","40.4","3836.99"
"20240306","45180420","0.0","3.03","12.12","3.03","13.13","17.17","27.27","18.18","29.29","44.44","72.72","76.76","74.74","67.67","24.24","21.21","23.23","14.14","0.0","1.01","3.03","0.0","7.07","12.12","4.04","13.13","14.14","19.19","33.33","63.63","55.55","44.44","30.3","24.24","29.29","23.23","1233.21"
"20240303","45180535","0.0","77.77","213.11","253.51","267.65","362.59","305.02","295.93","432.28","408.04","535.3","581.76","551.46","372.69","192.91","137.36","79.79","52.52","0.0","98.98","226.24","278.76","257.55","341.38","280.78","325.22","406.02","421.17","567.62","559.54","416.12","277.75","199.98","124.23","93.93","83.83","12975.47"
"20240324","45180370","0.0","6.06","7.07","3.03","12.12","24.24","12.12","29.29","17.17","27.27","59.59","48.48","75.75","60.6","35.35","21.21","18.18","16.16","0.0","1.01","5.05","4.04","7.07","9.09","7.07","10.1","14.14","13.13","34.34","41.41","48.48","38.38","23.23","24.24","33.33","31.31","1075.65"
"20240307","43750253","0.0","71.71","128.27","133.32","247.45","642.36","791.84","732.25","838.3","791.84","751.44","702.96","609.03","368.65","130.29","68.68","28.28","148.47","0.0","74.74","150.49","124.23","160.59","450.46","484.8","429.25","459.55","471.67","476.72","431.27","350.47","207.05","75.75","59.59","27.27","109.08","14970.22"
"20240304","45180430","0.0","0.0","0.0","0.0","6.06","5.05","6.06","9.09","5.05","16.16","18.18","30.3","32.32","29.29","13.13","6.06","3.03","2.02","0.0","0.0","6.06","1.01","1.01","5.05","6.06","1.01","2.02","7.07","15.15","26.26","14.14","20.2","8.08","14.14","11.11","9.09","414.1"
"20240305","45180520","0.0","5.05","28.28","9.09","25.25","29.29","25.25","34.34","35.35","36.36","57.57","84.84","72.72","56.56","19.19","16.16","10.1","9.09","0.0","12.12","28.28","9.09","9.09","24.24","25.25","18.18","25.25","44.44","50.5","55.55","45.45","25.25","24.24","20.2","19.19","12.12","1265.53"
"20240323","47770330","0.0","2.02","1.01","2.02","0.0","3.03","6.06","11.11","19.19","14.14","22.22","52.52","60.6","49.49","32.32","17.17","11.11","6.06","0.0","1.01","3.03","2.02","0.0","3.03","4.04","6.06","12.12","8.08","18.18","22.22","40.4","32.32","26.26","15.15","18.18","9.09","728.21"
"20240302","47770340","0.0","3.03","9.09","8.08","12.12","13.13","18.18","17.17","25.25","32.32","47.47","65.65","96.96","65.65","43.43","29.29","23.23","12.12","0.0","0.0","10.1","5.05","8.08","10.1","12.12","17.17","21.21","16.16","47.47","65.65","57.57","65.65","34.34","25.25","33.33","8.08","1153.42"
"20240317","45180250","0.0","5.05","28.28","41.41","22.22","56.56","42.42","64.64","85.85","103.02","154.53","151.5","164.63","115.14","81.81","39.39","32.32","28.28","0.0","7.07","19.19","19.19","22.22","35.35","41.41","36.36","52.52","62.62","76.76","103.02","109.08","73.73","63.63","53.53","55.55","57.57","2849.21"
"20240324","47770380","0.0","1.01","3.03","7.07","3.03","4.04","10.1","8.08","18.18","16.16","49.49","39.39","65.65","61.61","31.31","22.22","24.24","15.15","0.0","2.02","5.05","6.06","0.0","5.05","5.05","5.05","12.12","15.15","25.25","46.46","63.63","37.37","28.28","16.16","28.28","11.11","855.47"
"20240308","47770350","0.0","0.0","8.08","16.16","71.71","63.63","71.71","83.83","61.61","58.58","125.24","149.48","168.67","121.2","78.78","55.55","24.24","22.22","0.0","6.06","7.07","9.09","22.22","20.2","31.31","27.27","41.41","50.5","70.7","112.11","140.39","76.76","51.51","38.38","30.3","17.17","2331.08"
"20240331","45180520","0.0","9.09","11.11","20.2","14.14","28.28","31.31","32.32","29.29","41.41","62.62","85.85","62.62","46.46","20.2","12.12","9.09","10.1","0.0","7.07","15.15","12.12","15.15","33.33","26.26","19.19","25.25","40.4","49.49","58.58","54.54","37.37","17.17","24.24","24.24","12.12","1263.51"
"20240310","47770330","0.0","2.02","0.0","1.01","1.01","6.06","2.02","14.14","18.18","16.16","18.18","41.41","64.64","46.46","28.28","16.16","12.12","7.07","0.0","4.04","1.01","2.02","0.0","3.03","4.04","9.09","10.1","8.08","25.25","32.32","50.5","36.36","33.33","17.17","16.16","8.08","740.33"
"20240325","45180360","0.0","1.01","2.02","3.03","9.09","12.12","28.28","16.16","25.25","32.32","35.35","51.51","42.42","43.43","29.29","30.3","16.16","5.05","0.0","1.01","6.06","2.02","4.04","16.16","4.04","12.12","7.07","14.14","25.25","26.26","41.41","35.35","16.16","17.17","13.13","14.14","842.34"
"20240331","45180580","0.0","10.1","20.2","58.58","84.84","78.78","73.73","82.82","96.96","101.0","168.67","180.79","179.78","130.29","62.62","43.43","30.3","20.2","0.0","19.19","23.23","32.32","71.71","84.84","53.53","67.67","71.71","86.86","134.33","164.63","135.34","96.96","61.61","57.57","44.44","39.39","3389.56"
"20240311","43750250","0.0","110.09","224.22","401.98","545.4","886.78","952.43","777.7","878.7","911.02","1183.72","1226.14","1177.66","685.79","361.58","234.32","148.47","207.05","0.0","112.11","234.32","307.04","330.27","567.62","518.13","486.82","641.35","771.64","923.14","904.96","846.38","512.07","344.41","230.28","177.76","196.95","28451.7"
"20240309","47770250","0.0","58.58","114.13","110.09","109.08","202.0","177.76","226.24","258.56","282.8","435.31","533.28","474.7","369.66","217.15","129.28","67.67","45.45","0.0","65.65","107.06","92.92","109.08","152.51","182.81","192.91","247.45","298.96","398.95","426.22","426.22","311.08","214.12","125.24","125.24","59.59","9027.38"
"20240301","43750330","0.0","14.14","26.26","30.3","57.57","108.07","152.51","125.24","139.38","118.17","200.99","188.87","189.88","173.72","78.78","40.4","22.22","26.26","0.0","11.11","29.29","28.28","22.22","57.57","68.68","59.59","78.78","94.94","118.17","144.43","136.35","88.88","48.48","34.34","23.23","26.26","4939.91"
"20240306","47770380","0.0","0.0","1.01","4.04","8.08","4.04","9.09","7.07","18.18","18.18","39.39","32.32","48.48","51.51","32.32","29.29","21.21","12.12","0.0","3.03","4.04","2.02","0.0","3.03","2.02","5.05","7.07","11.11","17.17","29.29","46.46","36.36","28.28","14.14","28.28","11.11","743.36"
"20240311","45180545","0.0","6.06","19.19","28.28","47.47","83.83","83.83","69.69","99.99","108.07","124.23","162.61","159.58","118.17","80.8","66.66","41.41","44.44","0.0","7.07","29.29","25.25","41.41","89.89","60.6","71.71","94.94","88.88","166.65","165.64","157.56","146.45","88.88","81.81","50.5","40.4","3542.07"
"20240327","45180520","0.0","3.03","25.25","13.13","17.17","23.23","25.25","27.27","23.23","39.39","62.62","80.8","71.71","59.59","34.34","25.25","12.12","14.14","0.0","10.1","30.3","7.07","9.09","29.29","30.3","17.17","24.24","42.42","59.59","58.58","51.51","33.33","29.29","19.19","20.2","15.15","1297.85"
"20240305","45180595","0.0","3.03","16.16","8.08","30.3","104.03","105.04","81.81","99.99","98.98","143.42","159.58","162.61","112.11","57.57","40.4","27.27","21.21","0.0","7.07","10.1","8.08","28.28","86.86","72.72","47.47","50.5","56.56","102.01","114.13","90.9","50.5","42.42","32.32","25.25","34.34","2929.0"
"20240313","45180430","0.0","0.0","0.0","1.01","3.03","5.05","10.1","13.13","7.07","13.13","16.16","31.31","37.37","32.32","10.1","7.07","3.03","2.02","0.0","0.0","6.06","1.01","3.03","4.04","6.06","1.01","6.06","6.06","15.15","27.27","18.18","18.18","9.09","16.16","11.11","8.08","438.34"
"20240316","45180570","0.0","13.13","46.46","58.58","99.99","150.49","179.78","146.45","175.74","197.96","260.58","317.14","321.18","224.22","132.31","79.79","39.39","66.66","0.0","29.29","51.51","59.59","78.78","135.34","111.1","85.85","124.23","145.44","178.77","233.31","241.39","199.98","95.95","74.74","55.55","48.48","6057.98"
"20240308","45180320","0.0","2.02","13.13","10.1","16.16","18.18","36.36","25.25","45.45","60.6","59.59","93.93","106.05","83.83","48.48","19.19","21.21","20.2","0.0","5.05","9.09","6.06","11.11","19.19","9.09","20.2","24.24","22.22","58.58","78.78","79.79","49.49","25.25","32.32","40.4","37.37","1560.45"
"20240314","45180535","0.0","71.71","203.01","211.09","221.19","327.24","307.04","280.78","402.99","421.17","579.74","542.37","538.33","379.76","198.97","144.43","82.82","51.51","0.0","82.82","222.2","283.81","211.09","332.29","242.4","294.92","357.54","449.45","550.45","544.39","430.26","274.72","195.94","123.22","99.99","89.89","12666.41"
"20240317","45180510","0.0","71.71","150.49","218.16","256.54","471.67","417.13","315.12","369.66","428.24","563.58","590.85","526.21","358.55","177.76","137.36","54.54","81.81","0.0","68.68","142.41","194.93","243.41","350.47","284.82","244.42","313.1","382.79","537.32","506.01","435.31","307.04","183.82","130.29","94.94","107.06","13038.09"
"20240311","43750320","0.0","2.02","7.07","41.41","116.15","146.45","179.78","165.64","171.7","203.01","269.67","309.06","273.71","185.84","67.67","47.47","20.2","57.57","0.0","11.11","8.08","18.18","25.25","53.53","62.62","50.5","52.52","77.77","129.28","133.32","132.31","88.88","61.61","35.35","34.34","42.42","5494.4"
"20240305","45180370","0.0","0.0","7.07","1.01","10.1","26.26","15.15","24.24","20.2","25.25","57.57","53.53","64.64","58.58","31.31","20.2","17.17","14.14","0.0","1.01","5.05","2.02","6.06","9.09","4.04","7.07","24.24","17.17","31.31","44.44","59.59","38.38","22.22","23.23","35.35","28.28","1058.48"
"20240311","45180380","0.0","2.02","9.09","11.11","14.14","31.31","30.3","33.33","45.45","60.6","68.68","80.8","109.08","59.59","33.33","28.28","30.3","13.13","0.0","3.03","11.11","5.05","10.1","22.22","19.19","21.21","23.23","28.28","42.42","59.59","58.58","50.5","25.25","36.36","37.37","26.26","1421.07"
"20240308","45180520","0.0","4.04","28.28","18.18","18.18","29.29","26.26","34.34","34.34","37.37","72.72","74.74","78.78","54.54","18.18","15.15","10.1","11.11","0.0","10.1","29.29","8.08","11.11","27.27","25.25","20.2","23.23","47.47","59.59","62.62","48.48","30.3","24.24","22.22","19.19","11.11","1327.14"
"20240330","45180250","0.0","8.08","27.27","32.32","31.31","70.7","56.56","58.58","101.0","111.1","170.69","161.6","146.45","94.94","77.77","46.46","34.34","34.34","0.0","4.04","18.18","16.16","19.19","40.4","35.35","40.4","51.51","78.78","84.84","111.1","130.29","75.75","71.71","46.46","54.54","56.56","3026.97"
"20240326","45180350","0.0","0.0","3.03","3.03","7.07","13.13","16.16","18.18","18.18","27.27","41.41","52.52","54.54","69.69","24.24","24.24","16.16","11.11","0.0","1.01","3.03","0.0","5.05","5.05","12.12","8.08","9.09","16.16","26.26","26.26","52.52","40.4","37.37","27.27","23.23","29.29","932.23"
"20240326","47770310","0.0","11.11","37.37","14.14","56.56","114.13","127.26","99.99","176.75","174.73","261.59","294.92","311.08","272.7","166.65","93.93","48.48","24.24","0.0","10.1","15.15","12.12","28.28","54.54","67.67","76.76","96.96","126.25","233.31","272.7","296.94","214.12","155.54","73.73","64.64","50.5","5199.48"
"20240318","43750330","0.0","5.05","27.27","54.54","53.53","140.39","221.19","172.71","213.11","181.8","291.89","294.92","276.74","204.02","86.86","41.41","22.22","37.37","0.0","7.07","20.2","41.41","26.26","59.59","54.54","46.46","99.99","130.29","143.42","185.84","150.49","93.93","42.42","37.37","21.21","23.23","5990.31"
"20240308","45180330","0.0","1.01","12.12","3.03","31.31","24.24","44.44","31.31","56.56","55.55","76.76","74.74","93.93","74.74","33.33","28.28","17.17","20.2","0.0","1.01","8.08","6.06","13.13","19.19","14.14","20.2","23.23","27.27","34.34","51.51","59.59","40.4","32.32","28.28","30.3","23.23","1491.77"
"20240328","45180410","0.0","0.0","8.08","7.07","2.02","15.15","14.14","14.14","21.21","34.34","57.57","50.5","46.46","41.41","21.21","20.2","14.14","11.11","0.0","2.02","5.05","4.04","2.02","7.07","8.08","6.06","7.07","18.18","28.28","25.25","38.38","33.33","17.17","22.22","26.26","24.24","839.31"
"20240323","45180310","0.0","8.08","31.31","17.17","56.56","102.01","118.17","107.06","111.1","130.29","161.6","170.69","203.01","131.3","67.67","49.49","21.21","32.32","0.0","17.17","18.18","8.08","37.37","49.49","58.58","52.52","54.54","77.77","134.33","151.5","132.31","69.69","56.56","45.45","35.35","38.38","3465.31"
"20240303","45180400","0.0","3.03","10.1","7.07","17.17","39.39","32.32","29.29","46.46","67.67","91.91","91.91","99.99","87.87","65.65","41.41","24.24","28.28","0.0","3.03","13.13","9.09","15.15","17.17","15.15","22.22","22.22","50.5","51.51","67.67","85.85","66.66","48.48","37.37","29.29","26.26","1840.22"
"20240321","47770310","0.0","13.13","32.32","18.18","51.51","128.27","133.32","123.22","176.75","179.78","306.03","353.5","348.45","286.84","162.61","89.89","50.5","25.25","0.0","9.09","19.19","15.15","29.29","51.51","70.7","86.86","102.01","141.4","246.44","277.75","304.01","248.46","158.57","81.81","61.61","46.46","5596.41"
"20240310","45180430","0.0","1.01","2.02","1.01","3.03","11.11","6.06","9.09","5.05","17.17","17.17","33.33","43.43","37.37","12.12","8.08","4.04","2.02","0.0","0.0","6.06","2.02","1.01","8.08","7.07","2.02","5.05","10.1","27.27","33.33","27.27","19.19","11.11","14.14","12.12","8.08","500.96"
"20240308","45180570","0.0","24.24","54.54","61.61","90.9","128.27","143.42","147.46","186.85","218.16","338.35","356.53","346.43","226.24","139.38","95.95","54.54","55.55","0.0","35.35","48.48","55.55","69.69","133.32","96.96","112.11","123.22","172.71","229.27","236.34","211.09","194.93","117.16","65.65","66.66","44.44","6303.41"
"20240322","45180380","0.0","1.01","9.09","9.09","9.09","39.39","26.26","45.45","46.46","60.6","47.47","91.91","104.03","68.68","41.41","27.27","28.28","12.12","0.0","2.02","10.1","5.05","10.1","22.22","20.2","16.16","28.28","32.32","50.5","56.56","66.66","45.45","24.24","32.32","33.33","29.29","1442.28"
"20240323","47770360","0.0","23.23","47.47","49.49","58.58","96.96","119.18","106.05","160.59","153.52","234.32","269.67","288.86","202.0","121.2","87.87","51.51","30.3","0.0","17.17","53.53","37.37","40.4","74.74","69.69","77.77","118.17","145.44","214.12","267.65","237.35","180.79","115.14","81.81","59.59","56.56","4771.24"
"20240308","45180510","0.0","70.7","150.49","182.81","256.54","499.95","443.39","396.93","456.52","547.42","698.92","748.41","651.45","425.21","203.01","154.53","78.78","76.76","0.0","71.71","127.26","207.05","237.35","390.87","290.88","275.73","371.68","477.73","627.21","566.61","476.72","352.49","220.18","146.45","116.15","112.11","14881.34"
"20240330","45180580","0.0","7.07","12.12","57.57","96.96","95.95","94.94","97.97","104.03","122.21","192.91","226.24","227.25","150.49","70.7","42.42","30.3","18.18","0.0","10.1","17.17","29.29","68.68","92.92","60.6","73.73","63.63","103.02","158.57","168.67","164.63","110.09","63.63","50.5","47.47","35.35","3783.46"
"20240309","45180565","0.0","21.21","64.64","95.95","92.92","106.05","83.83","97.97","120.19","128.27","193.92","212.1","217.15","127.26","75.75","43.43","42.42","21.21","0.0","21.21","64.64","60.6","93.93","104.03","80.8","84.84","108.07","137.36","229.27","208.06","167.66","120.19","71.71","56.56","41.41","41.41","4215.74"
"20240314","43750330","0.0","7.07","22.22","56.56","57.57","156.55","228.26","173.72","195.94","190.89","284.82","299.97","263.61","223.21","88.88","42.42","23.23","39.39","0.0","4.04","17.17","35.35","19.19","66.66","55.55","58.58","86.86","120.19","146.45","197.96","150.49","84.84","54.54","36.36","21.21","23.23","6031.72"
"20240301","47770360","0.0","23.23","55.55","59.59","56.56","104.03","127.26","112.11","151.5","150.49","231.29","299.97","319.16","195.94","124.23","74.74","53.53","34.34","0.0","26.26","68.68","44.44","57.57","103.02","74.74","84.84","127.26","146.45","233.31","273.71","244.42","185.84","112.11","81.81","53.53","49.49","5020.71"
"20240321","47770340","0.0","1.01","3.03","1.01","8.08","16.16","17.17","15.15","26.26","32.32","56.56","61.61","88.88","58.58","46.46","29.29","21.21","12.12","0.0","0.0","5.05","0.0","3.03","5.05","9.09","12.12","15.15","20.2","36.36","46.46","44.44","54.54","32.32","22.22","32.32","13.13","1027.17"
"20240301","45180535","0.0","93.93","209.07","263.61","296.94","350.47","295.93","309.06","441.37","467.63","567.62","575.7","581.76","375.72","173.72","123.22","77.77","50.5","1.01","102.01","219.17","246.44","275.73","333.3","299.97","322.19","428.24","448.44","587.82","525.2","406.02","273.71","193.92","120.19","95.95","82.82","13121.92"
"20240317","47770330","0.0","2.02","0.0","1.01","2.02","4.04","4.04","11.11","16.16","11.11","21.21","38.38","53.53","43.43","22.22","15.15","11.11","7.07","0.0","2.02","2.02","3.03","2.02","3.03","5.05","9.09","8.08","11.11","22.22","28.28","46.46","29.29","37.37","16.16","19.19","9.09","697.91"
"20240310","45180580","0.0","11.11","20.2","51.51","77.77","76.76","57.57","50.5","77.77","88.88","128.27","174.73","165.64","122.21","62.62","43.43","32.32","22.22","0.0","13.13","13.13","29.29","45.45","65.65","36.36","45.45","56.56","80.8","110.09","132.31","127.26","89.89","58.58","53.53","40.4","35.35","3003.74"
"20240321","43750250","0.0","108.07","218.16","401.98","536.31","914.05","969.6","765.58","867.59","961.52","1247.35","1295.83","1182.71","751.44","364.61","244.42","132.31","207.05","0.0","114.13","238.36","297.95","307.04","568.63","520.15","461.57","630.24","773.66","942.33","945.36","865.57","521.16","350.47","240.38","175.74","197.96","29068.81"
"20240327","45180565","0.0","26.26","113.12","177.76","117.16","113.12","106.05","104.03","118.17","130.29","210.08","216.14","203.01","145.44","87.87","61.61","41.41","27.27","0.0","19.19","108.07","70.7","133.32","116.15","118.17","99.99","137.36","159.58","237.35","222.2","207.05","144.43","97.97","60.6","44.44","53.53","4910.62"
"20240324","45180310","0.0","8.08","25.25","13.13","50.5","77.77","99.99","83.83","79.79","118.17","120.19","139.38","162.61","107.06","57.57","50.5","19.19","26.26","0.0","16.16","13.13","13.13","33.33","38.38","43.43","42.42","39.39","65.65","108.07","121.2","116.15","65.65","50.5","42.42","31.31","33.33","2895.67"
"20240326","45180370","0.0","0.0","9.09","2.02","12.12","20.2","19.19","24.24","18.18","29.29","50.5","66.66","79.79","64.64","27.27","18.18","16.16","16.16","0.0","0.0","2.02","2.02","3.03","13.13","6.06","10.1","15.15","19.19","29.29","40.4","57.57","43.43","21.21","24.24","30.3","32.32","1071.61"
"20240311","47770350","0.0","1.01","10.1","9.09","70.7","67.67","71.71","74.74","56.56","58.58","120.19","137.36","146.45","98.98","69.69","43.43","21.21","21.21","0.0","6.06","7.07","5.05","19.19","23.23","19.19","25.25","30.3","41.41","75.75","107.06","113.12","76.76","42.42","36.36","30.3","19.19","2149.28"
"20240325","47770330","0.0","0.0","0.0","1.01","0.0","4.04","3.03","9.09","9.09","20.2","25.25","38.38","55.55","46.46","28.28","15.15","11.11","6.06","0.0","0.0","1.01","1.01","0.0","3.03","2.02","2.02","7.07","7.07","15.15","21.21","37.37","26.26","24.24","16.16","17.17","8.08","638.32"
"20240309","47770380","0.0","1.01","2.02","7.07","5.05","7.07","13.13","12.12","15.15","18.18","42.42","40.4","60.6","54.54","33.33","22.22","27.27","13.13","0.0","1.01","2.02","5.05","1.01","3.03","7.07","2.02","9.09","13.13","25.25","32.32","48.48","34.34","31.31","16.16","29.29","10.1","812.04"
"20240315","45180545","0.0","10.1","24.24","28.28","66.66","84.84","72.72","69.69","99.99","111.1","146.45","177.76","169.68","130.29","95.95","69.69","46.46","46.46","0.0","9.09","23.23","32.32","54.54","92.92","67.67","79.79","92.92","110.09","175.74","174.73","182.81","138.37","81.81","76.76","52.52","41.41","3793.56"
"20240306","47770320","0.0","1.01","4.04","5.05","62.62","38.38","36.36","34.34","42.42","47.47","82.82","89.89","87.87","81.81","46.46","26.26","15.15","14.14","0.0","3.03","2.02","2.02","10.1","11.11","9.09","18.18","24.24","24.24","47.47","73.73","61.61","48.48","46.46","32.32","36.36","25.25","1696.8"
"20240314","45180340","0.0","1.01","0.0","3.03","20.2","33.33","53.53","46.46","45.45","50.5","71.71","108.07","98.98","83.83","47.47","46.46","18.18","23.23","0.0","1.01","4.04","1.01","8.08","20.2","23.23","26.26","20.2","28.28","27.27","68.68","62.62","50.5","46.46","28.28","39.39","36.36","1709.93"
"20240311","43750340","0.0","1.01","2.02","2.02","12.12","30.3","42.42","35.35","31.31","41.41","52.52","101.0","114.13","106.05","69.69","24.24","13.13","12.12","0.0","3.03","3.03","5.05","11.11","20.2","10.1","23.23","26.26","39.39","51.51","93.93","72.72","78.78","37.37","19.19","25.25","19.19","2598.73"
"20240329","45180330","0.0","5.05","11.11","6.06","28.28","21.21","34.34","33.33","52.52","47.47","69.69","78.78","95.95","55.55","34.34","29.29","19.19","22.22","0.0","1.01","8.08","2.02","11.11","22.22","16.16","22.22","20.2","25.25","29.29","50.5","64.64","42.42","29.29","26.26","32.32","23.23","1462.48"
"20240305","43750330","0.0","7.07","27.27","62.62","57.57","137.36","200.99","161.6","180.79","187.86","262.6","286.84","236.34","184.83","74.74","37.37","24.24","32.32","0.0","6.06","15.15","39.39","25.25","59.59","62.62","41.41","77.77","122.21","151.5","172.71","142.41","74.74","43.43","31.31","17.17","26.26","5647.92"
"20240311","47770250","0.0","48.48","109.08","76.76","89.89","196.95","183.82","182.81","242.4","262.6","410.06","478.74","445.41","328.25","216.14","124.23","65.65","44.44","0.0","59.59","85.85","74.74","75.75","142.41","150.49","139.38","224.22","281.79","383.8","405.01","358.55","281.79","197.96","118.17","116.15","58.58","8254.73"
"20240309","45180310","0.0","7.07","32.32","14.14","54.54","97.97","102.01","115.14","102.01","140.39","162.61","182.81","191.9","132.31","55.55","58.58","20.2","26.26","0.0","22.22","13.13","17.17","32.32","42.42","52.52","51.51","54.54","75.75","136.35","151.5","126.25","69.69","54.54","49.49","33.33","39.39","3416.83"
"20240326","43750340","0.0","2.02","2.02","1.01","8.08","23.23","35.35","31.31","33.33","42.42","47.47","70.7","112.11","87.87","43.43","22.22","11.11","11.11","0.0","4.04","3.03","5.05","8.08","13.13","8.08","21.21","14.14","30.3","37.37","76.76","59.59","74.74","34.34","20.2","23.23","19.19","2266.44"
"20240303","45180510","0.0","71.71","163.62","200.99","265.63","459.55","398.95","331.28","370.67","439.35","588.83","596.91","517.12","358.55","167.66","122.21","57.57","71.71","0.0","76.76","147.46","198.97","263.61","350.47","281.79","262.6","322.19","386.83","514.09","529.24","423.19","315.12","184.83","120.19","84.84","109.08","12985.57"
